,zhel,zcmb,EBVmw,st,e_st,covM_st,covBV_M,BV,e_BV,B_Tmax,B_Mmax,B_eMmax,V_Tmax,V_Mmax,V_eMmax,u_Tmax,u_Mmax,u_eMmax,UVW2_Tmax,UVW2_Mmax,UVW2_eMmax,UVM2_Tmax,UVM2_Mmax,UVM2_eMmax,UVW1_Tmax,UVW1_Mmax,UVW1_eMmax
SN2017cyy,0.0098,0.010428087417147883,0.2156,0.949373228940658,0.011680291101970587,0.00010170401281956315,0.0002679243179384867,0.16707801818847656,0.026579431151128527,2457870.25,14.91663932800293,0.01777483895421028,2457871.75,14.749561309814453,0.01976161077618599,2457869.0,14.655192375183105,0.019735051319003105,2457868.75,17.709369659423828,0.042943816632032394,2457870.25,19.002456665039062,0.0784403532743454,2457868.25,16.191511154174805,0.026850275695323944
SN2011B,0.00467,0.004730474816994872,0.0265,0.9082061126644329,0.00916501630873847,8.263314847543768e-05,0.00028670161940774644,0.0659332275390625,0.023729814360398418,2455583.0,12.871801376342773,0.01807486079633236,2455584.25,12.805868148803711,0.015375418588519096,2455581.5,12.403231620788574,0.018522609025239944,2455581.5,15.669638633728027,0.03439776599407196,2455583.25,16.327363967895508,0.03563260659575462,2455580.75,13.987821578979492,0.026597263291478157
SN2005df,0.00435,0.004351573634087898,0.0258,0.9356156449924246,0.022864220025396176,0.00047822063583954986,-0.0001044544516608973,0.026891708374023438,0.0979417843678969,2453599.5,12.319439888000488,0.026249850168824196,2453600.75,12.292548179626465,0.09435856342315674,2453598.25,12.27347469329834,0.08548260480165482,2453598.0,15.54810619354248,0.06706829369068146,2453599.75,16.895421981811523,0.083987295627594,2453597.25,13.81523609161377,0.047899313271045685
SN2013aa,0.003999,0.004667762118077893,0.1458,1.051152500068055,0.006213705861886781,1.1763331216581686e-05,3.819419090795474e-06,0.04601478576660156,0.006764761204157888,2456343.75,11.6963472366333,0.0028854189440608025,2456344.5,11.6503324508667,0.00611852528527379,2456342.25,11.366933822631836,0.008952595293521881,2456342.25,14.49724006652832,0.012357480823993683,2456343.5,15.421404838562012,0.020159123465418816,2456341.5,12.831146240234375,0.011121224611997604
SN2008hv,0.012549,0.013589103773016411,0.0279,0.8914178482599853,0.011578291028743009,0.00011156275169390168,0.0003454985219548977,-0.03818702697753906,0.030821565698207716,2454817.0,14.858841896057129,0.020238393917679787,2454818.5,14.897028923034668,0.023245995864272118,2454815.75,14.335390090942383,0.020630083978176117,2454815.75,17.54046630859375,0.038513775914907455,2454817.25,18.318845748901367,0.05245421454310417,2454815.0,15.857583999633789,0.029206478968262672
SN2011ay,0.021,0.021245240441535515,0.0694,0.8957201169641658,0.0505354653017598,0.0003018909908625433,0.0015990362723031944,0.49248313903808594,0.06110875840249728,2455646.75,17.140342712402344,0.04338550940155983,2455648.0,16.647859573364258,0.04303461313247681,2455645.25,16.7894287109375,0.052242934703826904,2455645.25,19.708383560180664,0.10636650770902634,2455647.0,19.804399490356445,0.09204675257205963,2455644.5,18.205533981323242,0.07420992851257324
ASASSN-14lp,0.0051,0.0062287578743540845,0.0213,1.1544313930673444,0.010226128535009985,5.264956443324854e-06,5.448504338560134e-05,0.3279304504394531,0.011101194284595531,2457015.75,12.3388032913208,0.007521811872720718,2457016.75,12.010872840881348,0.008164487779140472,2457014.25,12.164205551147461,0.008883476257324219,2457014.25,15.472049713134766,0.022143330425024033,2457015.75,17.142742156982422,0.037411224097013474,2457013.5,13.9066801071167,0.020001469179987907
SN2016bln,0.0235,0.02443209886305074,0.024,1.1676131244112093,0.020125851731892488,-4.7473045155177047e-05,0.0005035273154910309,-0.011104583740234375,0.036607470243515634,2457498.5,15.995576858520508,0.022430110722780228,2457499.5,16.006681442260742,0.028930900618433952,2457497.0,15.317368507385254,0.02886013686656952,2457497.0,18.492515563964844,0.06363160908222198,2457498.25,19.629669189453125,0.1312199831008911,2457496.25,16.893096923828125,0.03757350519299507
SN2012hj,0.024597,0.02533480031150246,0.0095,1.0005437497507625,0.05580227432247763,-9.941306885008349e-05,0.0006031456683476719,-0.0414276123046875,0.04711363780897271,2456278.75,16.48287010192871,0.02547021023929119,2456280.0,16.5242977142334,0.03963537886738777,2456277.5,16.39178466796875,0.03238634392619133,2456277.25,19.599760055541992,0.08341453969478607,2456278.75,20.579084396362305,0.19016513228416443,2456276.75,18.27277183532715,0.05714104324579239
SN2015bp,0.004069,0.004708305480346158,0.0454,0.8528364896072792,0.017086845716401455,0.0002545155329150006,0.0014256013847403198,0.08078384399414062,0.05741589285236078,2457112.25,13.974522590637207,0.039458081126213074,2457113.5,13.893738746643066,0.0417090468108654,2457110.75,13.699220657348633,0.04300345852971077,2457110.75,16.28194808959961,0.06978826224803925,2457112.5,16.63084602355957,0.07189977914094925,2457110.25,14.93411636352539,0.057592593133449554
SN2011fe,0.000804,0.0012081699425119847,0.0077,0.9920300232543,0.002000011433624304,5.062193990942588e-06,4.89562764734628e-05,-0.033911705017089844,0.010225078824487319,2455814.5,10.035299301147461,0.007584919221699238,2455815.75,10.06921100616455,0.00685720331966877,2455813.25,9.660147666931152,0.01522899977862835,2455813.0,12.543913841247559,0.004760488402098417,2455814.5,12.995685577392578,0.0068307905457913876,2455812.5,10.944855690002441,0.005494282115250826
SN2013fw,0.01695,0.015876974253331025,0.0665,0.8975149164489151,0.026653713727473934,0.00010938928486655288,0.00026011536574310973,0.039554595947265625,0.02878869583670199,2456600.75,15.314997673034668,0.017852265387773514,2456602.25,15.275443077087402,0.022585075348615646,2456599.25,14.954766273498535,0.018889933824539185,2456599.25,18.3165225982666,0.056359563022851944,2456601.0,19.049619674682617,0.1385779082775116,2456598.5,16.591777801513672,0.029440106824040413
SN2016fej,0.010914,0.01047061735248315,0.0407,1.0094126693863286,0.01195844395671619,9.78936252255346e-05,0.00029908174916155026,0.03998374938964844,0.02887821180011329,2457637.25,13.89860725402832,0.01909046620130539,2457638.25,13.858623504638672,0.021668069064617157,2457635.75,13.392875671386719,0.021256018429994583,2457635.75,16.399272918701172,0.03673945367336273,2457637.0,17.284921646118164,0.04093711078166962,2457635.0,14.894787788391113,0.029706763103604317
SN2005cf,0.00646,0.00704383460064467,0.0841,0.9623657767823091,0.0050790921551071054,2.020333601666781e-05,9.815569919639151e-06,0.08946037292480469,0.029757273499946134,2453534.0,13.601349830627441,0.005118231754750013,2453535.25,13.511889457702637,0.02931380271911621,2453532.75,13.469803810119629,0.033963751047849655,2453532.5,16.839313507080078,0.061146412044763565,2453534.0,18.508480072021484,0.1576557755470276,2453532.0,15.07046127319336,0.04656326398253441
SN2011ao,0.010706,0.011631518498260832,0.0174,1.185018020484254,0.011757573901897848,8.865624119150474e-05,0.0002119417308278932,-0.02900218963623047,0.023526396215723347,2455640.0,14.371810913085938,0.015889979898929596,2455641.25,14.400813102722168,0.017349347472190857,2455638.5,14.048355102539062,0.016415681689977646,2455638.5,17.573400497436523,0.036844752728939056,2455640.0,18.62793731689453,0.06445159018039703,2455637.75,15.793606758117676,0.022438282147049904
SN2016euj,0.017,0.01632236252151533,0.0166,0.8539026017343468,0.03674917696682917,0.0004674694661861002,0.0006427085133908588,-0.005679130554199219,0.0408213985231992,2457619.0,15.337972640991211,0.02620675042271614,2457620.25,15.34365177154541,0.0312984474003315,2457617.5,14.78803539276123,0.02132684551179409,2457617.5,17.749237060546875,0.15800456702709198,2457619.25,18.098451614379883,0.21892479062080383,2457617.0,16.275026321411133,0.03346145525574684
SN2007on,0.006494,0.0061865636460018926,0.0098,0.6773364747654819,0.016435890321058223,0.0001331559683160372,0.00013430957089637037,0.0584259033203125,0.04932154230753135,2454420.25,13.090814590454102,0.014727805741131306,2454421.5,13.032388687133789,0.04707128927111626,2454418.5,12.852466583251953,0.056387316435575485,2454418.75,15.488378524780273,0.08752016723155975,2454420.25,15.877720832824707,0.08991026878356934,2454418.0,14.092723846435547,0.06751374155282974
SN2013gs,0.016888,0.01754514469973973,0.0161,0.9786503665483292,0.013750193299050516,0.00013586779559628259,0.00027259953172179403,0.10460948944091797,0.027554377954511003,2456640.0,15.528851509094238,0.01854882761836052,2456641.25,15.42424201965332,0.020376082509756088,2456638.75,15.375804901123047,0.02153128571808338,2456638.5,18.67447853088379,0.05906618759036064,2456640.0,19.8426456451416,0.17893680930137634,2456637.75,16.989639282226562,0.030889922752976418
SN2017erp,0.006174,0.006818017545648228,0.0925,0.9854141666239763,0.006856411769630061,2.480855884827082e-05,1.0520517040937545e-05,0.22553348541259766,0.027617419380247647,2457935.0,13.632515907287598,0.0051589529030025005,2457936.0,13.406982421875,0.02713129296898842,2457933.75,13.620129585266113,0.029993146657943726,2457933.5,16.665924072265625,0.05675545334815979,2457934.75,18.607576370239258,0.14144153892993927,2457932.75,15.089544296264648,0.041139401495456696
ASASSN-14fa,0.022589,0.022071295501066825,0.0178,0.8136470934921133,0.02855450964394384,0.00022257080315976738,0.001171378961740538,-0.026226043701171875,0.05065508007775363,2456878.75,16.019996643066406,0.03764163330197334,2456880.0,16.046222686767578,0.033897560089826584,2456877.25,15.477858543395996,0.04659920558333397,2456877.5,18.181472778320312,0.06508252769708633,2456879.0,18.563705444335938,0.06347846984863281,2456876.75,16.8613224029541,0.05534014478325844
SN2013ex,0.010441,0.010585049529523083,0.1263,0.9236150680671033,0.01727297131495309,0.00017452294358748832,0.00040057671117575314,0.0681905746459961,0.031505463885808,2456530.75,14.828516960144043,0.021724412217736244,2456532.0,14.760326385498047,0.02281762845814228,2456529.25,14.458791732788086,0.024703627452254295,2456529.25,17.54067611694336,0.04781416803598404,2456530.75,18.43902015686035,0.06547939032316208,2456528.5,15.999932289123535,0.03357565402984619
SN2014dg,0.004003,0.003712579199980735,0.6155,0.9191095660545584,0.020932386055021276,0.00032078026073439913,0.0007383748079178135,0.6837902069091797,0.044864061535296026,2456924.75,14.594452857971191,0.031223643571138382,2456926.0,13.910662651062012,0.03221596032381058,2456923.25,14.543256759643555,0.0333525650203228,2456923.25,17.899805068969727,0.08899537473917007,2456924.75,19.628639221191406,0.12015459686517715,2456922.5,16.535171508789062,0.07932203263044357
SN2016gxp,0.018,0.017100731436600618,0.1051,1.0931997663096906,0.0468436205628976,0.0004779574981837127,0.0009607256831465642,0.16806697845458984,0.05128301123248285,2457682.75,15.029745101928711,0.033017829060554504,2457683.75,14.861678123474121,0.03923990577459335,2457681.25,14.566372871398926,0.03272245451807976,2457681.25,17.313013076782227,0.0641118586063385,2457682.5,17.608943939208984,0.07640278339385986,2457680.5,16.00050926208496,0.05385452136397362
ASASSN-15ut,0.011471,0.010809568170697854,0.0167,0.557686622886314,0.12318761203985537,0.0007776408620604249,0.004115094017013065,0.5252571105957031,0.10175729590875855,2457389.25,16.856006622314453,0.06518233567476273,2457391.0,16.33074951171875,0.07813968509435654,2457387.75,16.343488693237305,0.08465664833784103,2457387.75,18.54746437072754,0.16880226135253906,2457389.25,18.733484268188477,0.18482571840286255,2457387.25,17.563772201538086,0.17033927142620087
SN2010gn,0.0365,0.03637816344148786,0.0261,0.8890605547585603,0.022204862405991614,0.00031015187607898366,0.00041939039153679345,-0.062450408935546875,0.033061485246997493,2455391.25,16.86261749267578,0.02227126434445381,2455392.5,16.925067901611328,0.024434659630060196,2455389.75,16.698457717895508,0.024911273270845413,2455389.75,19.792028427124023,0.08095231652259827,2455391.5,20.14103126525879,0.18605820834636688,2455389.0,18.283781051635742,0.04060317203402519
SN2013gy,0.014023,0.013568382767186173,0.0485,0.9500067175705154,0.011985266550727219,0.000130027339685426,0.00039577455672731057,0.026081085205078125,0.03278687150026904,2456648.25,14.927339553833008,0.022197041660547256,2456649.5,14.90125846862793,0.02413027733564377,2456646.75,14.689745903015137,0.02469646744430065,2456646.75,17.83138656616211,0.046380266547203064,2456648.0,18.690555572509766,0.06496639549732208,2456646.0,16.29816436767578,0.034078553318977356
SN2016blc,0.012,0.013197687217537842,0.0324,1.0054370676102955,0.014534926873582913,0.00016428942753159468,0.00026089953993377557,-0.13027667999267578,0.030727203212723903,2457489.5,14.58144474029541,0.01978534646332264,2457490.5,14.711721420288086,0.023509595543146133,2457488.25,14.016776084899902,0.022130852565169334,2457488.0,17.17206382751465,0.044321510940790176,2457489.5,18.079923629760742,0.06697668135166168,2457487.25,15.55467414855957,0.03125839680433273
SN2007af,0.005464,0.006293098772021394,0.0338,0.9364712477138355,0.003193594235085137,6.732503842473871e-06,4.950648366201173e-06,0.13945674896240234,0.007070508998703968,2454174.5,13.295713424682617,0.0030287476256489754,2454175.75,13.156256675720215,0.00638895807787776,2454173.0,13.093741416931152,0.012145349755883217,2454173.0,16.357421875,0.017042573541402817,2454174.5,17.028663635253906,0.039263930171728134,2454172.25,14.633491516113281,0.016851410269737244
SN2016ccj,0.041,0.040941067991117665,0.0291,1.516990640181682,0.08154990476005854,0.0019942274278826203,0.0024303199411457675,-0.0076885223388671875,0.08761218228087551,2457520.75,16.907062530517578,0.05455414578318596,2457522.0,16.914751052856445,0.06855464726686478,2457519.25,16.166202545166016,0.06412157416343689,2457519.25,18.411134719848633,0.124486044049263,2457520.5,18.26747703552246,0.10052069276571274,2457518.5,17.297286987304688,0.0828840360045433
SN2012cg,0.001458,0.0025797838186012753,0.0179,1.1299239224055004,0.009632304925909243,1.969473702567286e-05,2.5266363490914592e-05,0.1608142852783203,0.010447598888366662,2456082.0,12.210057258605957,0.005183399189263582,2456083.0,12.049242973327637,0.009071091189980507,2456080.75,11.776473045349121,0.012145932763814926,2456080.5,15.154192924499512,0.032109152525663376,2456082.0,16.344945907592773,0.03730207681655884,2456080.0,13.383051872253418,0.023776844143867493
SN2011ia,0.019,0.019359716545314657,0.0502,0.9727056833129448,0.01671141005919868,7.119751290487282e-05,0.0002379292524166037,-0.12717723846435547,0.024269895955179296,2455891.5,15.157611846923828,0.016676222905516624,2455892.75,15.284789085388184,0.01763324812054634,2455890.25,14.510814666748047,0.01875903829932213,2455890.0,17.6549015045166,0.037611253559589386,2455891.5,18.167461395263672,0.04116952791810036,2455889.25,16.04151153564453,0.025504471734166145
SN2016gsb,0.0097,0.010013230550638108,0.0578,0.8798763876818361,0.03251043334194681,-0.00012964867519069275,0.000186657345865477,0.039910316467285156,0.030615037994856445,2457672.0,14.468826293945312,0.01816677302122116,2457673.25,14.428915977478027,0.024642420932650566,2457670.5,14.5687837600708,0.02965034544467926,2457670.5,17.633323669433594,0.035263121128082275,2457672.25,19.09355926513672,0.0955251008272171,2457669.75,15.962898254394531,0.029085900634527206
SN2015F,0.00489,0.005283759431817065,0.1749,0.9050081366420508,0.011382508311392002,0.0001818585340574238,0.0005486161520174798,0.35286426544189453,0.035745243831631614,2457106.5,13.562973976135254,0.02657512202858925,2457108.0,13.21010971069336,0.023905759677290916,2457105.25,13.299174308776855,0.028347089886665344,2457105.0,16.331708908081055,0.04923116788268089,2457106.75,17.490093231201172,0.07376766204833984,2457104.5,14.816269874572754,0.039387285709381104
SN2007bm,0.006211,0.007444231460547977,0.0354,0.9134073790585219,0.0064667679097716564,7.5631200653944835e-06,4.155576037250927e-05,0.4637489318847656,0.04985111138529335,2454224.75,14.649015426635742,0.005523013416677713,2454226.25,14.185266494750977,0.04954421892762184,2454223.5,14.709598541259766,0.04538370296359062,2454223.5,18.15394401550293,0.10529609769582748,2454225.0,19.815004348754883,0.5928365588188171,2454222.75,16.576393127441406,0.06774294376373291
SN2016gfr,0.014,0.013613092622680855,0.1154,1.1684288002123857,0.04009358048181849,-0.00028910181089789993,0.00037070449293859675,0.14857959747314453,0.0296479788523728,2457657.0,15.319812774658203,0.02043282240629196,2457658.0,15.171233177185059,0.02148260734975338,2457655.5,15.02447509765625,0.029709476977586746,2457655.5,18.28461456298828,0.04327913373708725,2457656.75,19.458843231201172,0.09370039403438568,2457654.75,16.645444869995117,0.030686553567647934
SN2007cq,0.025,0.023802128421077793,0.0922,0.9837278378755024,0.00904170076775879,3.7070251878358844e-05,2.054061788514867e-05,0.13747215270996094,0.020460824883826882,2454280.5,16.28493309020996,0.005463696084916592,2454281.75,16.1474609375,0.01971784420311451,2454279.25,16.05869483947754,0.02045263722538948,2454279.0,18.751474380493164,0.05028991401195526,2454280.5,18.83049201965332,0.06314172595739365,2454278.25,17.519685745239258,0.03102859854698181
SN2018xx,0.00999,0.010938931453682944,0.092,0.8997244635871393,0.009476486265085682,5.4527986693130834e-05,0.0002908997964222336,0.14032840728759766,0.02772054354251712,2458184.25,14.578715324401855,0.017564335837960243,2458185.75,14.438386917114258,0.021445807069540024,2458183.0,14.180269241333008,0.01823408342897892,2458183.0,17.153427124023438,0.036947522312402725,2458184.5,18.19329833984375,0.0571032278239727,2458182.25,15.614801406860352,0.026735574007034302
SN2008Q,0.007935,0.006897475957803203,0.0716,0.8715514431170988,0.015568979213270107,0.00011755731555778961,0.0001263353851154142,0.08991336822509766,0.03741384335158984,2454505.75,13.794489860534668,0.012659009546041489,2454507.0,13.70457649230957,0.035207174718379974,2454504.25,13.319663047790527,0.033204492181539536,2454504.25,16.369770050048828,0.055367592722177505,2454506.0,16.844934463500977,0.06729273498058319,2454503.75,14.734015464782715,0.044149477034807205
SN2008A,0.016428,0.015536994239549028,0.0427,0.8504364466162027,0.019670934564416424,7.368652899066209e-05,0.0001111402843763192,0.24035072326660156,0.043555606179389895,2454478.25,16.393470764160156,0.0110464571043849,2454479.5,16.153120040893555,0.042131539434194565,2454476.5,16.275999069213867,0.045640427619218826,2454476.75,19.332656860351562,0.09965814650058746,2454478.25,19.649677276611328,0.1735421121120453,2454476.0,17.980361938476562,0.0734797865152359
